ID,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Children,TotalSpend,TotalPurchases,Cluster
-0.020998501421405205,Graduation,Single,58138.0,-0.8252176496158384,-0.9298943792539407,2012-09-04,0.30703926349227456,1.005751352736711,2.176815868267471,2.210168887048978,2.190303155532501,2.14504444945955,1.2152801931781236,0.5098880888240347,1.4883528346296213,2.6976746570339754,-0.5507847897348009,0.7244521770683133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0070638411156374,-1.2645053004571831,1.7978917807344745,1.3331799086008078,1
-1.0530578332585054,Graduation,Single,46344.0,1.0325587676097676,0.9069340242106335,2014-03-08,-0.38366417634974903,-0.8795392807515153,-0.7588278647041107,-0.8103583010760406,-0.7463197422000891,-0.7604345439051116,-0.8389003657098396,-0.14016843876039214,-1.1564083221011656,-0.5940043821746521,-1.1661254027053516,-0.12739710200413928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2619686967522747,1.3963607145959784,-0.989563406618586,-1.1862151942668604,0
-0.44706956289325883,Graduation,Together,71613.0,-0.8252176496158384,-0.9298943792539407,2013-08-21,-0.7980862402549632,0.3742998424818404,1.0025583750788385,-0.13353646818136036,1.9548776911573147,-0.03406479556394619,0.06293500160682713,-0.790224966344819,1.4883528346296213,-0.2282622667070269,1.2952370491768512,-0.5533217415403656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32731755941793783,-1.2645053004571831,0.37993737090023477,1.053247119393289,1
0.1817164359961506,Graduation,Together,26646.0,1.0325587676097676,-0.9298943792539407,2014-02-10,-0.7980862402549632,-0.8795392807515153,-0.6487412247176764,-0.732048336939466,-0.5480667195683531,-0.687797569070995,-0.8639513481353026,-0.14016843876039214,-0.7785852997110532,-0.9597464976422775,-0.5507847897348009,0.29852753753208705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2870798596140987,0.06592770706939752,-0.9420239937808165,-0.9062824050593418,0
-0.08261398391914253,PhD,Married,58293.0,1.0325587676097676,-0.9298943792539407,2014-01-19,1.550305455207917,-0.3900888278266873,0.7823850951059698,-0.18387858798344403,0.3440718822744591,0.1838461289384034,-0.613441523880673,1.8100011439928883,0.35488376745928407,0.13747984876059838,0.06455582323574982,-0.12739710200413928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0321750039774613,0.06592770706939752,-0.26733001927554967,0.21344875177073305,0
0.5711262853818505,Master,Together,62513.0,-0.8252176496158384,0.9069340242106335,2013-09-09,-1.143437960175975,0.6583019571419257,0.7456895484438251,-0.2957499653214077,-0.7958829978580231,0.7286234401942774,-0.6384925063061359,-0.14016843876039214,0.7327067898493965,0.5032219642282236,1.2952370491768512,0.29852753753208705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1573809889935129,0.06592770706939752,0.2702310335823052,1.053247119393289,1
-1.4255234249573276,Graduation,Divorced,55635.0,-0.8252176496158384,0.9069340242106335,2012-11-13,-0.5218048643181538,-0.2027682841147161,1.589687121673155,0.07342557989387243,0.44319839359032714,0.9828528521136852,-0.31282973477511733,1.1599446164084615,1.1105298122395089,0.13747984876059838,0.3722261297210252,0.29852753753208705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18249215185533688,0.06592770706939752,0.03984772521465313,0.6333479355820111,1
0.18017604893370717,PhD,Married,33454.0,1.0325587676097676,-0.9298943792539407,2013-05-08,-0.5908752083023561,-0.6831548397631584,-0.42856794474480775,-0.5306798577311314,-0.7215381143711221,-0.7604345439051116,-0.4130336644769692,-0.14016843876039214,-0.02293925493082834,-0.9597464976422775,-0.5507847897348009,1.1503768166045396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.372048144826311,0.06592770706939752,-0.7299250749661527,-0.626349615851823,0
-0.22710229037633656,PhD,Together,30351.0,1.0325587676097676,-0.9298943792539407,2013-06-06,-1.0398324441996714,-0.8704753834751296,-0.7955234113662555,-0.7096740614718733,-0.7215381143711221,-0.687797569070995,-0.9391042954116915,-0.790224966344819,-0.4007622773209408,-0.9597464976422775,-1.1661254027053516,1.576301456140766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43739700749197424,0.06592770706939752,-0.9548230664679083,-1.0462487996631011,0
0.09453052826185228,PhD,Together,5648.0,1.0325587676097676,0.9069340242106335,2014-03-13,0.6523909834132863,-0.8281771961853297,-0.7955234113662555,-0.8103583010760406,-0.7711013700290561,-0.7604345439051116,-0.6635434887315989,-0.790224966344819,-1.1564083221011656,-0.9597464976422775,-1.7814660156759023,3.280000014285671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6018418376011245,1.3963607145959784,-0.9493377496020118,-1.6061143780781384,0
